address,property_code,bathrooms,detailedtype,distance,district,exterior,floor,isparkingspaceincludedinprice,latitude,longitude,municipality,newdevelopment,operation,price,pricebyarea,propertytype,province,rooms,size,status,topplus,extracted_date,readable_date
"calle de Génova, 7",104604314,3,flat,671,Chamberí,true,1,false,40.4273442,-3.6946158,Madrid,false,sale,2095000.0,11386.0,flat,Madrid,3,184.0,good,true,20240830114827,2024-08-30T11:48:27Z
calle del Príncipe de Vergara,104604635,2,flat,761,Barrio de Salamanca,true,2,false,40.4379364,-3.6783361,Madrid,false,sale,949000.0,8042.0,flat,Madrid,4,118.0,good,true,20240731223741,2024-07-31T22:37:41Z
calle del Príncipe de Vergara,104604635,2,flat,953,Barrio de Salamanca,true,2,false,40.4379364,-3.6783361,Madrid,false,sale,949000.0,8042.0,flat,Madrid,4,118.0,good,true,20240731223742,2024-07-31T22:37:42Z
calle del Príncipe de Vergara,104604635,2,flat,761,Barrio de Salamanca,true,2,false,40.4379364,-3.6783361,Madrid,false,sale,949000.0,8042.0,flat,Madrid,4,118.0,good,true,20240830114834,2024-08-30T11:48:34Z
calle del Príncipe de Vergara,104604635,2,flat,953,Barrio de Salamanca,true,2,false,40.4379364,-3.6783361,Madrid,false,sale,949000.0,8042.0,flat,Madrid,4,118.0,good,true,20240830114835,2024-08-30T11:48:35Z
barrio Solagua,104605604,2,flat,519,San Nicasio - Campo de Tiro - Solagua,true,5,true,40.3457988,-3.7821774,Leganés,false,sale,570000.0,3081.0,penthouse,Madrid,3,185.0,good,false,20240830235009,2024-08-30T23:50:09Z
barrio Canillas,104607486,2,flat,364,Hortaleza,true,4,true,40.4667974,-3.6477677,Madrid,false,sale,695000.0,5073.0,duplex,Madrid,3,137.0,good,true,20240731223745,2024-07-31T22:37:45Z
barrio Canillas,104607486,2,flat,529,Hortaleza,true,4,true,40.4639965,-3.6479773,Madrid,false,sale,695000.0,5073.0,penthouse,Madrid,3,137.0,good,true,20240830114937,2024-08-30T11:49:37Z
paseo de La Habana,104608513,5,chalet,940,Chamartín,false,null,true,40.4660002,-3.6794981,Madrid,false,sale,3300000.0,7674.0,chalet,Madrid,5,430.0,renew,true,20240731223745,2024-07-31T22:37:45Z
paseo de La Habana,104608513,5,chalet,526,Chamartín,false,null,true,40.4660002,-3.6794981,Madrid,false,sale,3300000.0,7674.0,chalet,Madrid,5,430.0,renew,true,20240830114936,2024-08-30T11:49:36Z
paseo de La Habana,104608513,5,chalet,940,Chamartín,false,null,true,40.4660002,-3.6794981,Madrid,false,sale,3300000.0,7674.0,chalet,Madrid,5,430.0,renew,true,20240830114937,2024-08-30T11:49:37Z
barrio Bernabéu-Hispanoamérica,104609535,6,chalet,948,Chamartín,false,null,true,40.4545048,-3.6631027,Madrid,false,sale,2130000.0,5726.0,chalet,Madrid,5,372.0,good,false,20240731223744,2024-07-31T22:37:44Z
calle de Jorge Juan,104612455,2,flat,655,Barrio de Salamanca,true,3,true,40.4223157,-3.682445,Madrid,false,sale,1130000.0,14487.0,flat,Madrid,2,78.0,good,true,20240731223739,2024-07-31T22:37:39Z
calle de Francisco de Rojas,104613472,3,flat,307,Chamberí,true,3,false,40.4287757,-3.6985114,Madrid,false,sale,2400000.0,10573.0,flat,Madrid,3,227.0,good,true,20240731223740,2024-07-31T22:37:40Z
calle de Francisco de Rojas,104613472,3,flat,307,Chamberí,true,3,false,40.4287757,-3.6985114,Madrid,false,sale,2400000.0,10573.0,flat,Madrid,3,227.0,good,true,20240830114827,2024-08-30T11:48:27Z
calle de Jorge Juan,104619181,2,flat,877,Barrio de Salamanca,true,3,true,40.4237207,-3.6802229,Madrid,false,sale,1130000.0,14487.0,flat,Madrid,2,78.0,good,true,20240731223739,2024-07-31T22:37:39Z
calle de Jorge Juan,104619181,2,flat,778,Barrio de Salamanca,true,3,true,40.4237207,-3.6802229,Madrid,false,sale,1130000.0,14487.0,flat,Madrid,2,78.0,good,true,20240731223740,2024-07-31T22:37:40Z
calle de Jorge Juan,104619181,2,flat,877,Barrio de Salamanca,true,3,true,40.4237207,-3.6802229,Madrid,false,sale,1130000.0,14487.0,flat,Madrid,2,78.0,good,true,20240830114824,2024-08-30T11:48:24Z
calle de Jorge Juan,104619181,2,flat,778,Barrio de Salamanca,true,3,true,40.4237207,-3.6802229,Madrid,false,sale,1130000.0,14487.0,flat,Madrid,2,78.0,good,true,20240830114827,2024-08-30T11:48:27Z
calle María Zambrano,104620543,2,flat,603,Rivas Futura,true,3,true,40.3539148,-3.5344787,Rivas-Vaciamadrid,false,sale,350000.0,2500.0,flat,Madrid,3,140.0,good,false,20240830235400,2024-08-30T23:54:00Z
calle del Doctor Esquerdo,104624643,1,flat,346,Retiro,true,1,false,40.4071847,-3.6693562,Madrid,false,sale,563000.0,4468.0,flat,Madrid,3,126.0,renew,false,20240731223738,2024-07-31T22:37:38Z
calle del Doctor Esquerdo,104624643,1,flat,346,Retiro,true,1,false,40.4071847,-3.6693562,Madrid,false,sale,563000.0,4468.0,flat,Madrid,3,126.0,renew,false,20240830114818,2024-08-30T11:48:18Z
calle Totana,104626090,1,flat,735,Hortaleza,true,3,false,40.4741447,-3.6538637,Madrid,false,sale,250000.0,3125.0,flat,Madrid,3,80.0,good,false,20240731223745,2024-07-31T22:37:45Z
calle Totana,104626090,1,flat,717,Hortaleza,true,3,false,40.4741447,-3.6538637,Madrid,false,sale,250000.0,3125.0,flat,Madrid,3,80.0,good,false,20240731223747,2024-07-31T22:37:47Z
calle Totana,104626090,1,flat,735,Hortaleza,true,3,false,40.4741447,-3.6538637,Madrid,false,sale,250000.0,3125.0,flat,Madrid,3,80.0,good,false,20240830114937,2024-08-30T11:49:37Z
calle Totana,104626090,1,flat,717,Hortaleza,true,3,false,40.4741447,-3.6538637,Madrid,false,sale,250000.0,3125.0,flat,Madrid,3,80.0,good,false,20240830114940,2024-08-30T11:49:40Z
barrio Conde Orgaz-Piovera,104626801,5,chalet,748,Hortaleza,false,null,true,40.4510277,-3.6447617,Madrid,false,sale,2190000.0,5763.0,chalet,Madrid,7,380.0,good,false,20240731223744,2024-07-31T22:37:44Z
barrio Conde Orgaz-Piovera,104626801,5,chalet,748,Hortaleza,false,null,true,40.4510277,-3.6447617,Madrid,false,sale,2190000.0,5763.0,chalet,Madrid,7,380.0,good,false,20240830114934,2024-08-30T11:49:34Z
barrio Simancas,104627754,2,flat,261,San Blas,true,5,false,40.4401976,-3.6367031,Madrid,false,sale,590000.0,2448.0,penthouse,Madrid,2,241.0,good,false,20240731223742,2024-07-31T22:37:42Z
barrio Simancas,104627754,2,flat,261,San Blas,true,5,false,40.4401976,-3.6367031,Madrid,false,sale,590000.0,2448.0,penthouse,Madrid,2,241.0,good,false,20240830114844,2024-08-30T11:48:44Z
barrio Nueva España,104632351,7,chalet,835,Chamartín,false,null,true,40.4620625,-3.6719626,Madrid,false,sale,3980000.0,7236.0,chalet,Madrid,6,550.0,good,true,20240731223743,2024-07-31T22:37:43Z
barrio Nueva España,104632351,7,chalet,688,Chamartín,false,null,true,40.4620625,-3.6719626,Madrid,false,sale,3980000.0,7236.0,chalet,Madrid,6,550.0,good,true,20240731223745,2024-07-31T22:37:45Z
barrio Nueva España,104632351,7,chalet,835,Chamartín,false,null,true,40.4620625,-3.6719626,Madrid,false,sale,3980000.0,7236.0,chalet,Madrid,6,550.0,good,true,20240830114933,2024-08-30T11:49:33Z
barrio Nueva España,104632351,7,chalet,688,Chamartín,false,null,true,40.4620625,-3.6719626,Madrid,false,sale,3980000.0,7236.0,chalet,Madrid,6,550.0,good,true,20240830114937,2024-08-30T11:49:37Z
paseo de las Delicias,104633091,1,flat,925,Arganzuela,true,6,false,40.3969804,-3.6934141,Madrid,false,sale,400000.0,4598.0,flat,Madrid,2,87.0,renew,false,20240731223736,2024-07-31T22:37:36Z
paseo de las Delicias,104633091,1,flat,925,Arganzuela,true,6,false,40.3969804,-3.6934141,Madrid,false,sale,400000.0,4598.0,flat,Madrid,2,87.0,renew,false,20240830114810,2024-08-30T11:48:10Z
Tovares s/n,104635332,2,flat,682,Centro,true,1,true,40.32606,-3.76553,Leganés,true,sale,381875.0,2387.0,flat,Madrid,3,160.0,newdevelopment,false,20240830235008,2024-08-30T23:50:08Z
barrio San Diego,104639359,1,flat,761,Puente de Vallecas,true,bj,false,40.3971121,-3.6636458,Madrid,false,sale,145000.0,3222.0,flat,Madrid,1,45.0,good,false,20240731223736,2024-07-31T22:37:36Z
barrio San Diego,104639359,1,flat,761,Puente de Vallecas,true,bj,false,40.3971121,-3.6636458,Madrid,false,sale,145000.0,3222.0,flat,Madrid,1,45.0,good,false,20240830114811,2024-08-30T11:48:11Z
barrio Salvador,104639431,4,chalet,621,San Blas,false,null,true,40.4476267,-3.6331816,Madrid,false,sale,1050000.0,3875.0,chalet,Madrid,5,271.0,good,false,20240731223742,2024-07-31T22:37:42Z
barrio Salvador,104639431,4,chalet,621,San Blas,false,null,true,40.4476267,-3.6331816,Madrid,false,sale,1050000.0,3875.0,chalet,Madrid,5,271.0,good,false,20240830114844,2024-08-30T11:48:44Z
calle Lavanda,104639834,3,chalet,328,Hortaleza,false,null,true,40.4813047,-3.6315203,Madrid,false,sale,871500.0,4016.0,chalet,Madrid,4,217.0,good,false,20240731223747,2024-07-31T22:37:47Z
calle Lavanda,104639834,3,chalet,328,Hortaleza,false,null,true,40.4813047,-3.6315203,Madrid,false,sale,871500.0,4016.0,chalet,Madrid,4,217.0,good,false,20240830114941,2024-08-30T11:49:41Z
"avenida LUIS ARAQUISTAIN, 5",104640235,2,flat,938,Buenavista,true,bj,true,40.3008226,-3.7562867,Getafe,true,sale,441000.0,4240.0,flat,Madrid,3,104.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640235,2,flat,526,Buenavista,true,bj,true,40.3008226,-3.7562867,Getafe,true,sale,441000.0,4240.0,flat,Madrid,3,104.0,newdevelopment,false,20240830235005,2024-08-30T23:50:05Z
"avenida LUIS ARAQUISTAIN, 5",104640292,2,flat,938,Buenavista,true,bj,true,40.3008226,-3.7562867,Getafe,true,sale,466000.0,3612.0,flat,Madrid,4,129.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640292,2,flat,526,Buenavista,true,bj,true,40.3008226,-3.7562867,Getafe,true,sale,466000.0,3612.0,flat,Madrid,4,129.0,newdevelopment,false,20240830235005,2024-08-30T23:50:05Z
calle de Jesús Aprendiz,104640298,3,flat,478,Retiro,true,2,true,40.4080027,-3.6710342,Madrid,false,sale,1060000.0,4711.0,flat,Madrid,4,225.0,renew,true,20240731223738,2024-07-31T22:37:38Z
calle de Jesús Aprendiz,104640298,3,flat,478,Retiro,true,2,true,40.4080027,-3.6710342,Madrid,false,sale,1060000.0,4711.0,flat,Madrid,4,225.0,renew,true,20240830114818,2024-08-30T11:48:18Z
"avenida LUIS ARAQUISTAIN, 5",104640322,2,flat,938,Buenavista,true,1,true,40.3008226,-3.7562867,Getafe,true,sale,390000.0,3750.0,flat,Madrid,3,104.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640322,2,flat,526,Buenavista,true,1,true,40.3008226,-3.7562867,Getafe,true,sale,390000.0,3750.0,flat,Madrid,3,104.0,newdevelopment,false,20240830235005,2024-08-30T23:50:05Z
"avenida LUIS ARAQUISTAIN, 5",104640354,2,flat,938,Buenavista,true,2,true,40.3008226,-3.7562867,Getafe,true,sale,398000.0,3827.0,flat,Madrid,3,104.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640377,2,flat,938,Buenavista,true,2,true,40.3008226,-3.7562867,Getafe,true,sale,430000.0,3945.0,flat,Madrid,3,109.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640377,2,flat,526,Buenavista,true,2,true,40.3008226,-3.7562867,Getafe,true,sale,430000.0,3945.0,flat,Madrid,3,109.0,newdevelopment,false,20240830235005,2024-08-30T23:50:05Z
"avenida LUIS ARAQUISTAIN, 5",104640411,2,flat,938,Buenavista,true,3,true,40.3008226,-3.7562867,Getafe,true,sale,421000.0,4048.0,flat,Madrid,3,104.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640411,2,flat,526,Buenavista,true,3,true,40.3008226,-3.7562867,Getafe,true,sale,421000.0,4048.0,flat,Madrid,3,104.0,newdevelopment,false,20240830235005,2024-08-30T23:50:05Z
"avenida LUIS ARAQUISTAIN, 5",104640424,2,flat,938,Buenavista,true,3,true,40.3008226,-3.7562867,Getafe,true,sale,446000.0,4208.0,flat,Madrid,3,106.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640424,2,flat,526,Buenavista,true,3,true,40.3008226,-3.7562867,Getafe,true,sale,446000.0,4208.0,flat,Madrid,3,106.0,newdevelopment,false,20240830235005,2024-08-30T23:50:05Z
"avenida LUIS ARAQUISTAIN, 5",104640434,2,flat,938,Buenavista,true,bj,true,40.3008226,-3.7562867,Getafe,true,sale,425000.0,4087.0,flat,Madrid,3,104.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640434,2,flat,526,Buenavista,true,bj,true,40.3008226,-3.7562867,Getafe,true,sale,425000.0,4087.0,flat,Madrid,3,104.0,newdevelopment,false,20240830235005,2024-08-30T23:50:05Z
"avenida LUIS ARAQUISTAIN, 5",104640495,2,flat,938,Buenavista,true,3,true,40.3008226,-3.7562867,Getafe,true,sale,431000.0,4066.0,flat,Madrid,3,106.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640495,2,flat,526,Buenavista,true,3,true,40.3008226,-3.7562867,Getafe,true,sale,431000.0,4066.0,flat,Madrid,3,106.0,newdevelopment,false,20240830235005,2024-08-30T23:50:05Z
"avenida LUIS ARAQUISTAIN, 5",104640546,2,flat,938,Buenavista,true,bj,true,40.3008226,-3.7562867,Getafe,true,sale,430000.0,3981.0,flat,Madrid,3,108.0,newdevelopment,false,20240830235004,2024-08-30T23:50:04Z
"avenida LUIS ARAQUISTAIN, 5",104640546,2,flat,526,Buenavista,true,bj,true,40.3008226,-3.7562867,Getafe,true,sale,430000.0,3981.0,flat,Madrid,3,108.0,newdevelopment,false,20240830235005,2024-08-30T23:50:05Z
barrio Canillas,104655435,6,chalet,881,Hortaleza,false,null,true,40.4608383,-3.6571256,Madrid,false,sale,2500000.0,4587.0,chalet,Madrid,5,545.0,good,false,20240731223745,2024-07-31T22:37:45Z
calle de Antonio López,104661586,2,flat,594,Usera,true,8,true,40.3803483,-3.6953272,Madrid,false,sale,597000.0,3663.0,penthouse,Madrid,2,163.0,good,false,20240731223734,2024-07-31T22:37:34Z
calle de Antonio López,104661586,2,flat,868,Usera,true,8,true,40.3803483,-3.6953272,Madrid,false,sale,597000.0,3663.0,penthouse,Madrid,2,163.0,good,false,20240731223735,2024-07-31T22:37:35Z
calle de Antonio López,104661586,2,flat,868,Usera,true,8,true,40.3803483,-3.6953272,Madrid,false,sale,597000.0,3663.0,penthouse,Madrid,2,163.0,good,false,20240830114802,2024-08-30T11:48:02Z
ronda de Sobradiel,104662130,5,chalet,752,Hortaleza,false,null,true,40.4505033,-3.6418927,Madrid,false,sale,2190000.0,5763.0,chalet,Madrid,7,380.0,good,false,20240731223744,2024-07-31T22:37:44Z
ronda de Sobradiel,104662130,5,chalet,983,Hortaleza,false,null,true,40.4505033,-3.6418927,Madrid,false,sale,2190000.0,5763.0,chalet,Madrid,7,380.0,good,true,20240830114934,2024-08-30T11:49:34Z
ronda de Sobradiel,104662130,5,chalet,752,Hortaleza,false,null,true,40.4505033,-3.6418927,Madrid,false,sale,2190000.0,5763.0,chalet,Madrid,7,380.0,good,true,20240830114935,2024-08-30T11:49:35Z
avenida Donostiarra,104662226,1,flat,638,Ciudad Lineal,true,6,false,40.4338949,-3.6568337,Madrid,false,sale,305000.0,5351.0,flat,Madrid,2,57.0,good,false,20240731223741,2024-07-31T22:37:41Z
avenida Donostiarra,104662226,1,flat,638,Ciudad Lineal,true,6,false,40.4338949,-3.6568337,Madrid,false,sale,305000.0,5351.0,flat,Madrid,2,57.0,good,false,20240830114830,2024-08-30T11:48:30Z
calle Luis Mateo Díez,104669379,2,flat,469,Rivas Futura,true,5,true,40.3464602,-3.5210218,Rivas-Vaciamadrid,false,sale,695000.0,3564.0,penthouse,Madrid,3,195.0,good,false,20240830235401,2024-08-30T23:54:01Z
"calle del Puerto de Pozazal, 37",104673018,1,flat,188,Villa de Vallecas,false,null,true,40.3792009,-3.6331051,Madrid,false,sale,163000.0,3327.0,flat,Madrid,1,49.0,good,false,20240830114807,2024-08-30T11:48:07Z
calle Luis García Berlanga,104673268,3,flat,331,Rivas Centro,true,6,true,40.3507345,-3.5192963,Rivas-Vaciamadrid,false,sale,645000.0,2345.0,duplex,Madrid,3,275.0,good,false,20240830235401,2024-08-30T23:54:01Z
Rivas Futura,104676147,1,flat,798,Rivas Futura,false,1,true,40.3435613,-3.5262158,Rivas-Vaciamadrid,false,sale,249000.0,4527.0,flat,Madrid,1,55.0,good,false,20240830235401,2024-08-30T23:54:01Z
barrio Atalaya,104677775,3,flat,367,Ciudad Lineal,true,1,true,40.46601,-3.664884,Madrid,false,sale,1220000.0,3642.0,flat,Madrid,5,335.0,good,false,20240830114937,2024-08-30T11:49:37Z
calle de Valdecaleras,104678204,1,flat,488,Hortaleza,true,2,false,40.464603,-3.6478181,Madrid,false,sale,345000.0,5565.0,flat,Madrid,1,62.0,good,false,20240731223745,2024-07-31T22:37:45Z
calle de Villaverde,104681841,4,flat,814,Centro,true,3,false,40.3291038,-3.7635043,Leganés,false,sale,439990.0,1630.0,duplex,Madrid,6,270.0,good,false,20240830235008,2024-08-30T23:50:08Z
barrio Nueva España,104682487,1,flat,838,Chamartín,true,5,false,40.4639723,-3.6772198,Madrid,false,sale,1125000.0,9534.0,flat,Madrid,1,118.0,good,false,20240830114937,2024-08-30T11:49:37Z
calle del Alberche,104682494,2,flat,631,Retiro,true,1,false,40.4014035,-3.6787498,Madrid,false,sale,520000.0,5591.0,flat,Madrid,3,93.0,good,false,20240731223737,2024-07-31T22:37:37Z
calle del Alberche,104682494,2,flat,910,Retiro,true,1,false,40.4014035,-3.6787498,Madrid,false,sale,520000.0,5591.0,flat,Madrid,3,93.0,good,false,20240731223738,2024-07-31T22:37:38Z
calle del Alberche,104682494,2,flat,893,Retiro,true,1,false,40.3994629,-3.6767104,Madrid,false,sale,520000.0,5591.0,flat,Madrid,3,93.0,good,false,20240830114817,2024-08-30T11:48:17Z
calle del Alberche,104682494,2,flat,859,Retiro,true,1,false,40.3994629,-3.6767104,Madrid,false,sale,520000.0,5591.0,flat,Madrid,3,93.0,good,false,20240830114818,2024-08-30T11:48:18Z
barrio Casco Antiguo,104682936,2,flat,519,Centro,true,bj,false,40.343451,-3.8269396,Alcorcón,false,sale,245000.0,2500.0,flat,Madrid,3,98.0,good,false,20240830235008,2024-08-30T23:50:08Z
barrio Almendrales,104687919,3,flat,875,Usera,true,1,false,40.3812049,-3.695101,Madrid,false,sale,349000.0,2983.0,flat,Madrid,3,117.0,good,false,20240731223735,2024-07-31T22:37:35Z
barrio Almendrales,104687919,3,flat,965,Usera,true,bj,false,40.3791737,-3.6966852,Madrid,false,sale,349000.0,2983.0,flat,Madrid,3,117.0,good,false,20240830114802,2024-08-30T11:48:02Z
calle del Doctor Sánchez,104692278,1,flat,173,Puente de Vallecas,true,bj,false,40.37939,-3.6667887,Madrid,false,sale,130000.0,2063.0,flat,Madrid,2,63.0,good,false,20240731223735,2024-07-31T22:37:35Z
calle del Doctor Sánchez,104692278,1,flat,212,Puente de Vallecas,true,bj,false,40.3805244,-3.6679529,Madrid,false,sale,130000.0,2063.0,flat,Madrid,2,63.0,good,false,20240830114803,2024-08-30T11:48:03Z
barrio Descubridores-Escritores,104696412,1,flat,821,Centro,true,bj,false,40.3244538,-3.7661126,Leganés,false,sale,128000.0,1730.0,flat,Madrid,3,74.0,renew,false,20240830235006,2024-08-30T23:50:06Z
La Avanzada - La Cueva,104696752,1,flat,544,La Avanzada - La Cueva,true,bj,false,40.2908292,-3.79347,Fuenlabrada,false,sale,180000.0,2769.0,flat,Madrid,2,65.0,good,false,20240830235004,2024-08-30T23:50:04Z
La Avanzada - La Cueva,104696770,1,flat,410,La Avanzada - La Cueva,true,bj,false,40.2931103,-3.7922531,Fuenlabrada,false,sale,175000.0,2823.0,flat,Madrid,1,62.0,good,false,20240830235004,2024-08-30T23:50:04Z
La Avanzada - La Cueva,104696777,1,flat,400,La Avanzada - La Cueva,true,bj,false,40.2930773,-3.7921323,Fuenlabrada,false,sale,185000.0,2761.0,flat,Madrid,2,67.0,good,false,20240830235004,2024-08-30T23:50:04Z
barrio Concepción,104699436,3,chalet,568,Ciudad Lineal,false,null,false,40.4399216,-3.6459426,Madrid,false,sale,849000.0,5442.0,chalet,Madrid,4,156.0,good,false,20240731223742,2024-07-31T22:37:42Z
barrio Concepción,104699436,3,chalet,402,Ciudad Lineal,false,null,false,40.4402176,-3.6479864,Madrid,false,sale,849000.0,5442.0,chalet,Madrid,4,156.0,good,false,20240830114839,2024-08-30T11:48:39Z
calle de Aguilar del Río,104703557,2,flat,510,Carabanchel,true,2,false,40.3711483,-3.7593363,Madrid,false,sale,229000.0,2140.0,flat,Madrid,3,107.0,good,false,20240830235012,2024-08-30T23:50:12Z
calle de San Anselmo,104707735,2,flat,990,Puente de Vallecas,true,3,true,40.3872966,-3.6548337,Madrid,false,sale,289999.0,1801.0,flat,Madrid,4,161.0,good,false,20240731223735,2024-07-31T22:37:35Z
calle de San Anselmo,104707735,2,flat,518,Puente de Vallecas,true,3,true,40.3872966,-3.6548337,Madrid,false,sale,289999.0,1801.0,flat,Madrid,4,161.0,good,false,20240731223736,2024-07-31T22:37:36Z
calle de San Anselmo,104707735,2,flat,990,Puente de Vallecas,true,3,true,40.3872966,-3.6548337,Madrid,false,sale,289999.0,1801.0,flat,Madrid,4,161.0,good,false,20240830114805,2024-08-30T11:48:05Z
calle de San Anselmo,104707735,2,flat,518,Puente de Vallecas,true,3,true,40.3872966,-3.6548337,Madrid,false,sale,289999.0,1801.0,flat,Madrid,4,161.0,good,false,20240830114812,2024-08-30T11:48:12Z
calle del Jazmín,104711079,3,chalet,334,Rivas Urbanizaciones,false,null,true,40.3644564,-3.5433689,Rivas-Vaciamadrid,false,sale,699900.0,3211.0,chalet,Madrid,5,218.0,good,false,20240830235401,2024-08-30T23:54:01Z
"calle Polvoranca, 23",104711397,2,flat,970,Centro,true,1,true,40.3267163,-3.7708145,Leganés,true,sale,335000.0,2680.0,flat,Madrid,3,125.0,newdevelopment,false,20240830235006,2024-08-30T23:50:06Z
barrio Concepción,104712686,1,flat,758,Ciudad Lineal,true,1,false,40.4305587,-3.6607711,Madrid,false,sale,299000.0,5339.0,flat,Madrid,1,56.0,good,false,20240731223741,2024-07-31T22:37:41Z
calle Sierra Morena,104713166,1,flat,961,Villa de Vallecas,true,1,false,40.3760395,-3.6244035,Madrid,false,sale,162000.0,2700.0,flat,Madrid,3,60.0,good,false,20240830114807,2024-08-30T11:48:07Z
calle de Gregorio Navas,104714475,1,flat,369,Puente de Vallecas,true,1,false,40.3881121,-3.667927,Madrid,false,sale,155000.0,2672.0,flat,Madrid,2,58.0,good,false,20240731223736,2024-07-31T22:37:36Z
calle de Gregorio Navas,104714475,1,flat,369,Puente de Vallecas,true,1,false,40.3881121,-3.667927,Madrid,false,sale,155000.0,2672.0,flat,Madrid,2,58.0,good,false,20240830114811,2024-08-30T11:48:11Z
calle de Rodrigo de Arana,104714564,4,chalet,593,Latina,false,null,true,40.3779047,-3.765719,Madrid,false,sale,589999.0,2965.0,chalet,Madrid,4,199.0,good,false,20240830235013,2024-08-30T23:50:13Z
calle de la Arquitectura de Tarragona,104717256,1,flat,941,Carabanchel,true,4,true,40.3647876,-3.7610455,Madrid,false,sale,270000.0,3750.0,flat,Madrid,2,72.0,good,false,20240830235011,2024-08-30T23:50:11Z
avenida Carondelet,104717735,7,chalet,969,Hortaleza,false,null,true,40.4490194,-3.642456,Madrid,false,sale,4000000.0,4128.0,chalet,Madrid,6,969.0,good,false,20240731223742,2024-07-31T22:37:42Z
avenida Carondelet,104717735,7,chalet,969,Hortaleza,false,null,true,40.4490194,-3.642456,Madrid,false,sale,4000000.0,4128.0,chalet,Madrid,6,969.0,good,false,20240830114844,2024-08-30T11:48:44Z
Sector 3,104732452,3,chalet,391,Sector 3,false,null,true,40.2831331,-3.7525262,Getafe,false,sale,575000.0,3343.0,chalet,Madrid,5,172.0,good,false,20240830235003,2024-08-30T23:50:03Z
barrio Almendrales,104734243,3,flat,833,Usera,true,1,false,40.3805162,-3.6948474,Madrid,false,sale,349000.0,2983.0,flat,Madrid,3,117.0,good,false,20240731223735,2024-07-31T22:37:35Z
barrio Almendrales,104734243,3,flat,913,Usera,true,bj,false,40.3798413,-3.695976,Madrid,false,sale,349000.0,2983.0,flat,Madrid,3,117.0,good,false,20240830114802,2024-08-30T11:48:02Z
calle Marchamalo,104742262,1,flat,556,Puente de Vallecas,true,bj,false,40.3958936,-3.6490344,Madrid,false,sale,168000.0,2333.0,flat,Madrid,3,72.0,good,false,20240731223736,2024-07-31T22:37:36Z
calle Marchamalo,104742262,1,flat,945,Puente de Vallecas,true,bj,false,40.3958936,-3.6490344,Madrid,false,sale,168000.0,2333.0,flat,Madrid,3,72.0,good,false,20240731223738,2024-07-31T22:37:38Z
calle Marchamalo,104742262,1,flat,556,Puente de Vallecas,true,bj,false,40.3958936,-3.6490344,Madrid,false,sale,168000.0,2333.0,flat,Madrid,3,72.0,good,false,20240830114812,2024-08-30T11:48:12Z
calle Marchamalo,104742262,1,flat,945,Puente de Vallecas,true,bj,false,40.3958936,-3.6490344,Madrid,false,sale,168000.0,2333.0,flat,Madrid,3,72.0,good,false,20240830114820,2024-08-30T11:48:20Z
calle de Arturo Soria,104743868,3,flat,354,Ciudad Lineal,true,6,true,40.4797246,-3.6645211,Madrid,false,sale,792000.0,4889.0,flat,Madrid,4,162.0,good,false,20240731223746,2024-07-31T22:37:46Z
calle de Arturo Soria,104743868,3,flat,354,Ciudad Lineal,true,6,true,40.4797246,-3.6645211,Madrid,false,sale,792000.0,4889.0,flat,Madrid,4,162.0,good,false,20240830114940,2024-08-30T11:49:40Z
"calle Polvoranca, 23",104744278,3,flat,970,Centro,true,3,true,40.3267163,-3.7708145,Leganés,true,sale,380000.0,2992.0,duplex,Madrid,3,127.0,newdevelopment,false,20240830235006,2024-08-30T23:50:06Z
calle de Alfredo Castro Camba,104747483,3,flat,372,Puente de Vallecas,true,bj,false,40.3883249,-3.6703701,Madrid,false,sale,195000.0,1393.0,flat,Madrid,3,140.0,good,false,20240731223736,2024-07-31T22:37:36Z
calle de Alfredo Castro Camba,104747483,3,flat,372,Puente de Vallecas,true,bj,false,40.3883249,-3.6703701,Madrid,false,sale,195000.0,1393.0,flat,Madrid,3,140.0,good,false,20240830114811,2024-08-30T11:48:11Z
calle de la Cañada,104749161,2,flat,848,Moratalaz,true,5,false,40.4075347,-3.6441635,Madrid,false,sale,319900.0,3554.0,flat,Madrid,3,90.0,good,false,20240731223738,2024-07-31T22:37:38Z
barrio Vinateros,104749161,2,flat,848,Moratalaz,true,5,false,40.4075347,-3.6441635,Madrid,false,sale,309000.0,3433.0,flat,Madrid,3,90.0,good,false,20240830114823,2024-08-30T11:48:23Z
